Background Questions,,,,,,,,,,,,,,
Q20 How would you rate the amount of communication you get from BioNJ? (member),,,,,,,,,,,,,,
,,How would you rate the amount of communication you get from BioNJ?,,,Total,,,,,,,,,
,,Too much,Right amount,Too little,Count,,,,,,,,,
All Respondents,_____________   _____________,2.1%,87.4%,10.5%,143,,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,1.4%,91.5%,7.0%,71,,,,,,,,,
,Biotechnology/ Life Science Service,3.8%,79.2%,17.0%,53,,,,,,,,,
,Other,0.0%,94.4%,5.6%,18,,,,,,,,,
Position,CEO/CFO,3.8%,84.6%,11.5%,52,,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,91.3%,8.7%,23,,,,,,,,,
,Service Provider,7.7%,69.2%,23.1%,13,,,,,,,,,
,Business Dev Director,0.0%,95.8%,4.2%,24,,,,,,,,,
,Other/Research,0.0%,90.3%,9.7%,31,,,,,,,,,
NJ Employees,Less than 10,2.2%,91.1%,6.7%,45,,,,,,,,,
,10 - 49,0.0%,92.3%,7.7%,39,,,,,,,,,
,50 or More,5.0%,82.5%,12.5%,40,,,,,,,,,
BioNJ Membership,Yes,2.1%,87.4%,10.5%,143,,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,1.5%,86.8%,11.8%,68,,,,,,,,,
,Some responsibility,3.9%,86.3%,9.8%,51,,,,,,,,,
,No responsibility,0.0%,91.3%,8.7%,23,,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,0.9%,92.5%,6.6%,106,,,,,,,,,
,Neutral,7.1%,67.9%,25.0%,28,,,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,80.0%,20.0%,5,,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,2.4%,92.7%,4.9%,41,,,,,,,,,
,Satisfied,2.4%,89.2%,8.4%,83,,,,,,,,,
,Neutral,0.0%,61.5%,38.5%,13,,,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,83.3%,16.7%,6,,,,,,,,,
,,,,,,,,,,,,,,
Q21 How satisfied are you with the overall quality of communications materials received from BioNJ? (member),,,,,,,,,,,,,,
,,How satisfied are you with the overall quality of communications materials received from BioNJ?,,,,Total,,,,,,,,
,,Very Satisfied,Satisfied,Neutral,Not Satisfied,Count,,,,,,,,
All Respondents,_____________   _____________,13.3%,61.5%,23.8%,1.4%,143,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,12.7%,67.6%,18.3%,1.4%,71,,,,,,,,
,Biotechnology/ Life Science Service,13.2%,56.6%,30.2%,0.0%,53,,,,,,,,
,Other,16.7%,50.0%,27.8%,5.6%,18,,,,,,,,
Position,CEO/CFO,13.5%,50.0%,32.7%,3.8%,52,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,62.5%,12.5%,0.0%,24,,,,,,,,
,Service Provider,25.0%,41.7%,33.3%,0.0%,12,,,,,,,,
,Business Dev Director,8.3%,70.8%,20.8%,0.0%,24,,,,,,,,
,Other/Research,3.2%,80.6%,16.1%,0.0%,31,,,,,,,,
NJ Employees,Less than 10,15.9%,50.0%,34.1%,0.0%,44,,,,,,,,
,10 - 49,10.0%,67.5%,22.5%,0.0%,40,,,,,,,,
,50 or More,10.0%,67.5%,20.0%,2.5%,40,,,,,,,,
BioNJ Membership,Yes,13.3%,61.5%,23.8%,1.4%,143,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,13.2%,55.9%,27.9%,2.9%,68,,,,,,,,
,Some responsibility,16.0%,66.0%,18.0%,0.0%,50,,,,,,,,
,No responsibility,8.3%,66.7%,25.0%,0.0%,24,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,17.9%,68.9%,12.3%,0.9%,106,,,,,,,,
,Neutral,0.0%,42.9%,53.6%,3.6%,28,,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,100.0%,0.0%,5,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,39.0%,51.2%,9.8%,0.0%,41,,,,,,,,
,Satisfied,3.6%,73.5%,21.7%,1.2%,83,,,,,,,,
,Neutral,0.0%,38.5%,53.8%,7.7%,13,,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,16.7%,83.3%,0.0%,6,,,,,,,,
,,,,,,,,,,,,,,
Q22  What other types of communication would you like to receive from BioNJ? (check all that apply) (member),,,,,,,,,,,,,,
,,Breaking news,Copies of meeting presentations,International industry news,Local industry news,Member directory,National industry news,Statistics on funds raised,Funding opportunities,NJ University News relevant to the life sciences industry,Other, ,,
,,,,,,,,,,,,Count,,
All Respondents,_____________   _____________,69.1%,61.9%,28.1%,61.9%,69.8%,35.3%,24.5%,41.0%,49.6%,1.4%,139,,
Organization Type,Biotechnology/ Life Science R&D,66.7%,60.9%,33.3%,62.3%,62.3%,33.3%,24.6%,50.7%,50.7%,1.4%,69,,
,Biotechnology/ Life Science Service,72.5%,68.6%,23.5%,58.8%,80.4%,39.2%,19.6%,33.3%,51.0%,0.0%,51,,
,Other,66.7%,44.4%,22.2%,66.7%,66.7%,27.8%,38.9%,27.8%,44.4%,5.6%,18,,
Position,CEO/CFO,66.7%,64.7%,19.6%,52.9%,70.6%,31.4%,33.3%,58.8%,54.9%,2.0%,51,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",78.3%,69.6%,34.8%,69.6%,60.9%,26.1%,8.7%,21.7%,30.4%,0.0%,23,,
,Service Provider,81.8%,54.5%,18.2%,63.6%,81.8%,63.6%,18.2%,27.3%,36.4%,0.0%,11,,
,Business Dev Director,66.7%,50.0%,25.0%,62.5%,95.8%,33.3%,33.3%,37.5%,58.3%,0.0%,24,,
,Other/Research,63.3%,63.3%,43.3%,70.0%,50.0%,40.0%,16.7%,33.3%,53.3%,3.3%,30,,
NJ Employees,Less than 10,56.8%,63.6%,22.7%,56.8%,72.7%,40.9%,25.0%,54.5%,52.3%,2.3%,44,,
,10 - 49,71.1%,63.2%,31.6%,60.5%,60.5%,26.3%,28.9%,31.6%,44.7%,2.6%,38,,
,50 or More,79.5%,69.2%,35.9%,74.4%,71.8%,41.0%,15.4%,35.9%,53.8%,0.0%,39,,
BioNJ Membership,Yes,69.1%,61.9%,28.1%,61.9%,69.8%,35.3%,24.5%,41.0%,49.6%,1.4%,139,,
Decision to join organizations like BioNJ,Primary responsibility,70.1%,64.2%,25.4%,52.2%,74.6%,37.3%,26.9%,41.8%,58.2%,1.5%,67,,
,Some responsibility,63.3%,57.1%,22.4%,75.5%,73.5%,30.6%,24.5%,42.9%,40.8%,0.0%,49,,
,No responsibility,81.8%,63.6%,50.0%,63.6%,50.0%,40.9%,18.2%,31.8%,45.5%,4.5%,22,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,73.8%,62.1%,30.1%,62.1%,69.9%,36.9%,27.2%,47.6%,51.5%,0.0%,103,,
,Neutral,53.6%,75.0%,25.0%,64.3%,64.3%,28.6%,14.3%,25.0%,50.0%,7.1%,28,,
,Not Valuable/Not Valuable At All,60.0%,0.0%,20.0%,60.0%,100.0%,60.0%,20.0%,20.0%,20.0%,0.0%,5,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,78.9%,60.5%,34.2%,65.8%,68.4%,34.2%,21.1%,39.5%,34.2%,0.0%,38,,
,Satisfied,68.3%,62.2%,23.2%,61.0%,68.3%,34.1%,28.0%,45.1%,56.1%,1.2%,82,,
,Neutral,61.5%,76.9%,53.8%,61.5%,69.2%,46.2%,15.4%,23.1%,61.5%,7.7%,13,,
,Not Satisfied/ Not Satisfied At All,33.3%,33.3%,0.0%,50.0%,100.0%,33.3%,16.7%,33.3%,33.3%,0.0%,6,,
,,,,,,,,,,,,,,
Q23 Respondents who indicated no opinion about the speakers (all),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
Venture capitalist,4.5%,,,,,,,,,,,,,
Biotech industry executive,2.5%,,,,,,,,,,,,,
Wall Street analyst,4.5%,,,,,,,,,,,,,
Investment Banker,5.3%,,,,,,,,,,,,,
Pharmaceutical executive,2.5%,,,,,,,,,,,,,
Governor or other state government official,3.9%,,,,,,,,,,,,,
Research scientist,2.5%,,,,,,,,,,,,,
Other,35.0%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q23 Indicate your interest in the following types of speakers (all),,,,,,,,,,,,,,
,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,,,,,,,,,
Venture capitalist,29.3%,38.1%,21.1%,5.4%,6.1%,,,,,,,,,
Biotech industry executive,47.4%,42.2%,8.4%,1.3%,0.6%,,,,,,,,,
Wall Street analyst,23.5%,43.0%,26.2%,5.4%,2.0%,,,,,,,,,
Investment Banker,17.5%,39.9%,29.4%,9.8%,3.5%,,,,,,,,,
Pharmaceutical executive,40.0%,43.9%,12.3%,3.9%,0.0%,,,,,,,,,
Governor or other state government official,22.8%,44.3%,23.5%,4.7%,4.7%,,,,,,,,,
Research scientist,21.3%,39.4%,31.6%,7.1%,0.6%,,,,,,,,,
Other,23.1%,30.8%,38.5%,0.0%,7.7%,,,,,,,,,
,,,,,,,,,,,,,,
Q23a Interest in Venture capitalist (all),,,,,,,,,,,,,,
,,Venture capitalist,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,29.3%,38.1%,21.1%,5.4%,6.1%,147,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,27.9%,36.8%,26.5%,5.9%,2.9%,68,,,,,,,
,Biotechnology/ Life Science Service,30.9%,36.4%,14.5%,5.5%,12.7%,55,,,,,,,
,Other,30.4%,47.8%,17.4%,4.3%,0.0%,23,,,,,,,
Position,CEO/CFO,30.6%,37.1%,16.1%,8.1%,8.1%,62,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",42.1%,15.8%,42.1%,0.0%,0.0%,19,,,,,,,
,Service Provider,38.5%,38.5%,7.7%,0.0%,15.4%,13,,,,,,,
,Business Dev Director,26.9%,53.8%,15.4%,3.8%,0.0%,26,,,,,,,
,Other/Research,14.8%,40.7%,29.6%,7.4%,7.4%,27,,,,,,,
NJ Employees,Less than 10,25.5%,49.0%,13.7%,7.8%,3.9%,51,,,,,,,
,10 - 49,27.9%,34.9%,27.9%,4.7%,4.7%,43,,,,,,,
,50 or More,32.4%,29.4%,29.4%,2.9%,5.9%,34,,,,,,,
BioNJ Membership,Yes,30.0%,38.5%,19.2%,5.4%,6.9%,130,,,,,,,
,Former member,20.0%,40.0%,40.0%,0.0%,0.0%,10,,,,,,,
,Never member,28.6%,28.6%,28.6%,14.3%,0.0%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,28.4%,44.6%,13.5%,4.1%,9.5%,74,,,,,,,
,Some responsibility,33.3%,33.3%,19.6%,9.8%,3.9%,51,,,,,,,
,No responsibility,19.0%,28.6%,52.4%,0.0%,0.0%,21,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,34.0%,40.0%,20.0%,2.0%,4.0%,100,,,,,,,
,Neutral,20.0%,28.0%,20.0%,16.0%,16.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,66.7%,0.0%,0.0%,33.3%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,43.6%,41.0%,12.8%,2.6%,0.0%,39,,,,,,,
,Satisfied,25.0%,36.8%,22.4%,6.6%,9.2%,76,,,,,,,
,Neutral,27.3%,36.4%,18.2%,9.1%,9.1%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q23b Interest in Biotech industry executive (all),,,,,,,,,,,,,,
,,Biotech industry executive,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,47.4%,42.2%,8.4%,1.3%,0.6%,154,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,36.1%,51.4%,11.1%,0.0%,1.4%,72,,,,,,,
,Biotechnology/ Life Science Service,59.6%,35.1%,5.3%,0.0%,0.0%,57,,,,,,,
,Other,50.0%,33.3%,8.3%,8.3%,0.0%,24,,,,,,,
Position,CEO/CFO,43.5%,46.8%,8.1%,1.6%,0.0%,62,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",57.1%,38.1%,4.8%,0.0%,0.0%,21,,,,,,,
,Service Provider,46.2%,46.2%,7.7%,0.0%,0.0%,13,,,,,,,
,Business Dev Director,66.7%,25.9%,3.7%,3.7%,0.0%,27,,,,,,,
,Other/Research,32.3%,48.4%,16.1%,0.0%,3.2%,31,,,,,,,
NJ Employees,Less than 10,39.2%,41.2%,15.7%,3.9%,0.0%,51,,,,,,,
,10 - 49,54.8%,40.5%,4.8%,0.0%,0.0%,42,,,,,,,
,50 or More,45.0%,47.5%,5.0%,0.0%,2.5%,40,,,,,,,
BioNJ Membership,Yes,50.7%,40.4%,8.1%,0.0%,0.7%,136,,,,,,,
,Former member,40.0%,40.0%,10.0%,10.0%,0.0%,10,,,,,,,
,Never member,0.0%,75.0%,12.5%,12.5%,0.0%,8,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,46.7%,44.0%,6.7%,1.3%,1.3%,75,,,,,,,
,Some responsibility,53.6%,42.9%,3.6%,0.0%,0.0%,56,,,,,,,
,No responsibility,36.4%,31.8%,27.3%,4.5%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,53.3%,39.0%,7.6%,0.0%,0.0%,105,,,,,,,
,Neutral,38.5%,46.2%,11.5%,0.0%,3.8%,26,,,,,,,
,Not Valuable/Not Valuable At All,33.3%,66.7%,0.0%,0.0%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,61.5%,35.9%,2.6%,0.0%,0.0%,39,,,,,,,
,Satisfied,47.6%,41.5%,9.8%,0.0%,1.2%,82,,,,,,,
,Neutral,54.5%,36.4%,9.1%,0.0%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,75.0%,25.0%,0.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q23c Interest in Wall Street analyst (all),,,,,,,,,,,,,,
,,Wall Street analyst,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,23.5%,43.0%,26.2%,5.4%,2.0%,149,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,21.4%,47.1%,30.0%,1.4%,0.0%,70,,,,,,,
,Biotechnology/ Life Science Service,27.3%,40.0%,20.0%,7.3%,5.5%,55,,,,,,,
,Other,21.7%,34.8%,30.4%,13.0%,0.0%,23,,,,,,,
Position,CEO/CFO,21.7%,50.0%,20.0%,6.7%,1.7%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",40.0%,35.0%,25.0%,0.0%,0.0%,20,,,,,,,
,Service Provider,15.4%,46.2%,23.1%,7.7%,7.7%,13,,,,,,,
,Business Dev Director,25.9%,40.7%,25.9%,7.4%,0.0%,27,,,,,,,
,Other/Research,17.2%,34.5%,41.4%,3.4%,3.4%,29,,,,,,,
NJ Employees,Less than 10,24.0%,44.0%,26.0%,4.0%,2.0%,50,,,,,,,
,10 - 49,21.4%,45.2%,26.2%,4.8%,2.4%,42,,,,,,,
,50 or More,28.9%,44.7%,21.1%,5.3%,0.0%,38,,,,,,,
BioNJ Membership,Yes,24.2%,42.4%,26.5%,4.5%,2.3%,132,,,,,,,
,Former member,10.0%,50.0%,30.0%,10.0%,0.0%,10,,,,,,,
,Never member,28.6%,42.9%,14.3%,14.3%,0.0%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,19.4%,52.8%,19.4%,5.6%,2.8%,72,,,,,,,
,Some responsibility,29.6%,33.3%,31.5%,3.7%,1.9%,54,,,,,,,
,No responsibility,22.7%,31.8%,36.4%,9.1%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,25.5%,46.1%,24.5%,2.9%,1.0%,102,,,,,,,
,Neutral,24.0%,24.0%,40.0%,8.0%,4.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,50.0%,0.0%,0.0%,50.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,30.0%,40.0%,27.5%,2.5%,0.0%,40,,,,,,,
,Satisfied,24.4%,44.9%,23.1%,5.1%,2.6%,78,,,,,,,
,Neutral,10.0%,30.0%,50.0%,10.0%,0.0%,10,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q23d Interest in Investment Banker (all),,,,,,,,,,,,,,
,,Investment Banker,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,17.5%,39.9%,29.4%,9.8%,3.5%,143,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,14.7%,42.6%,35.3%,5.9%,1.5%,68,,,,,,,
,Biotechnology/ Life Science Service,21.6%,37.3%,21.6%,11.8%,7.8%,51,,,,,,,
,Other,17.4%,39.1%,30.4%,13.0%,0.0%,23,,,,,,,
Position,CEO/CFO,22.0%,40.7%,20.3%,13.6%,3.4%,59,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",21.1%,42.1%,31.6%,5.3%,0.0%,19,,,,,,,
,Service Provider,16.7%,41.7%,25.0%,8.3%,8.3%,12,,,,,,,
,Business Dev Director,12.5%,50.0%,33.3%,4.2%,0.0%,24,,,,,,,
,Other/Research,10.3%,27.6%,44.8%,10.3%,6.9%,29,,,,,,,
NJ Employees,Less than 10,20.0%,40.0%,26.0%,12.0%,2.0%,50,,,,,,,
,10 - 49,20.0%,37.5%,30.0%,7.5%,5.0%,40,,,,,,,
,50 or More,11.4%,48.6%,28.6%,8.6%,2.9%,35,,,,,,,
BioNJ Membership,Yes,17.5%,39.7%,29.4%,9.5%,4.0%,126,,,,,,,
,Former member,20.0%,30.0%,30.0%,20.0%,0.0%,10,,,,,,,
,Never member,14.3%,57.1%,28.6%,0.0%,0.0%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,19.7%,40.8%,23.9%,9.9%,5.6%,71,,,,,,,
,Some responsibility,16.3%,40.8%,30.6%,10.2%,2.0%,49,,,,,,,
,No responsibility,13.6%,31.8%,45.5%,9.1%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,18.4%,40.8%,31.6%,7.1%,2.0%,98,,,,,,,
,Neutral,16.7%,33.3%,25.0%,16.7%,8.3%,24,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,50.0%,0.0%,0.0%,50.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,20.5%,51.3%,25.6%,2.6%,0.0%,39,,,,,,,
,Satisfied,17.8%,35.6%,30.1%,11.0%,5.5%,73,,,,,,,
,Neutral,10.0%,20.0%,40.0%,30.0%,0.0%,10,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q23e Interest in Pharmaceutical executive (all),,,,,,,,,,,,,,
,,Pharmaceutical executive,,,,Total,,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Count,,,,,,,,
All Respondents,_____________   _____________,40.0%,43.9%,12.3%,3.9%,155,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,26.0%,52.1%,17.8%,4.1%,73,,,,,,,,
,Biotechnology/ Life Science Service,53.6%,39.3%,5.4%,1.8%,56,,,,,,,,
,Other,48.0%,32.0%,12.0%,8.0%,25,,,,,,,,
Position,CEO/CFO,37.7%,37.7%,16.4%,8.2%,61,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",54.5%,31.8%,13.6%,0.0%,22,,,,,,,,
,Service Provider,35.7%,64.3%,0.0%,0.0%,14,,,,,,,,
,Business Dev Director,57.7%,30.8%,7.7%,3.8%,26,,,,,,,,
,Other/Research,21.9%,65.6%,12.5%,0.0%,32,,,,,,,,
NJ Employees,Less than 10,33.3%,43.1%,15.7%,7.8%,51,,,,,,,,
,10 - 49,51.2%,41.9%,4.7%,2.3%,43,,,,,,,,
,50 or More,41.0%,46.2%,12.8%,0.0%,39,,,,,,,,
BioNJ Membership,Yes,43.1%,43.8%,11.7%,1.5%,137,,,,,,,,
,Former member,30.0%,40.0%,20.0%,10.0%,10,,,,,,,,
,Never member,0.0%,50.0%,12.5%,37.5%,8,,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,39.5%,43.4%,13.2%,3.9%,76,,,,,,,,
,Some responsibility,46.3%,40.7%,9.3%,3.7%,54,,,,,,,,
,No responsibility,25.0%,54.2%,16.7%,4.2%,24,,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,46.6%,41.7%,10.7%,1.0%,103,,,,,,,,
,Neutral,29.6%,51.9%,14.8%,3.7%,27,,,,,,,,
,Not Valuable/Not Valuable At All,25.0%,50.0%,25.0%,0.0%,4,,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,52.5%,37.5%,10.0%,0.0%,40,,,,,,,,
,Satisfied,41.3%,45.0%,11.3%,2.5%,80,,,,,,,,
,Neutral,41.7%,41.7%,16.7%,0.0%,12,,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,80.0%,20.0%,0.0%,5,,,,,,,,
,,,,,,,,,,,,,,
Q23f Interest in Governor or other state government official (all),,,,,,,,,,,,,,
,,Governor or other state government official,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,22.8%,44.3%,23.5%,4.7%,4.7%,149,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,26.4%,51.4%,16.7%,4.2%,1.4%,72,,,,,,,
,Biotechnology/ Life Science Service,20.8%,35.8%,26.4%,7.5%,9.4%,53,,,,,,,
,Other,17.4%,39.1%,39.1%,0.0%,4.3%,23,,,,,,,
Position,CEO/CFO,23.3%,36.7%,23.3%,8.3%,8.3%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",22.7%,59.1%,18.2%,0.0%,0.0%,22,,,,,,,
,Service Provider,15.4%,61.5%,15.4%,0.0%,7.7%,13,,,,,,,
,Business Dev Director,25.0%,25.0%,37.5%,8.3%,4.2%,24,,,,,,,
,Other/Research,23.3%,56.7%,20.0%,0.0%,0.0%,30,,,,,,,
NJ Employees,Less than 10,14.0%,34.0%,34.0%,8.0%,10.0%,50,,,,,,,
,10 - 49,34.1%,34.1%,26.8%,4.9%,0.0%,41,,,,,,,
,50 or More,16.2%,73.0%,8.1%,2.7%,0.0%,37,,,,,,,
BioNJ Membership,Yes,24.2%,43.9%,22.0%,5.3%,4.5%,132,,,,,,,
,Former member,10.0%,40.0%,50.0%,0.0%,0.0%,10,,,,,,,
,Never member,14.3%,57.1%,14.3%,0.0%,14.3%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,23.9%,40.8%,23.9%,7.0%,4.2%,71,,,,,,,
,Some responsibility,26.4%,41.5%,22.6%,3.8%,5.7%,53,,,,,,,
,No responsibility,12.5%,62.5%,20.8%,0.0%,4.2%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,27.5%,45.1%,19.6%,4.9%,2.9%,102,,,,,,,
,Neutral,15.4%,42.3%,26.9%,7.7%,7.7%,26,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,0.0%,50.0%,2,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,33.3%,38.5%,23.1%,2.6%,2.6%,39,,,,,,,
,Satisfied,23.1%,43.6%,21.8%,6.4%,5.1%,78,,,,,,,
,Neutral,9.1%,63.6%,18.2%,9.1%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,50.0%,25.0%,0.0%,25.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q23g Interest in Research scientist (all),,,,,,,,,,,,,,
,,Research scientist,,,,,Total,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested,Not Interested At All,Count,,,,,,,
All Respondents,_____________   _____________,21.3%,39.4%,31.6%,7.1%,0.6%,155,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,16.2%,36.5%,39.2%,6.8%,1.4%,74,,,,,,,
,Biotechnology/ Life Science Service,30.4%,39.3%,21.4%,8.9%,0.0%,56,,,,,,,
,Other,16.7%,45.8%,33.3%,4.2%,0.0%,24,,,,,,,
Position,CEO/CFO,12.9%,38.7%,35.5%,11.3%,1.6%,62,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",21.7%,43.5%,34.8%,0.0%,0.0%,23,,,,,,,
,Service Provider,15.4%,38.5%,38.5%,7.7%,0.0%,13,,,,,,,
,Business Dev Director,40.0%,32.0%,24.0%,4.0%,0.0%,25,,,,,,,
,Other/Research,25.0%,43.8%,25.0%,6.3%,0.0%,32,,,,,,,
NJ Employees,Less than 10,23.1%,36.5%,26.9%,11.5%,1.9%,52,,,,,,,
,10 - 49,25.6%,37.2%,30.2%,7.0%,0.0%,43,,,,,,,
,50 or More,14.6%,48.8%,34.1%,2.4%,0.0%,41,,,,,,,
BioNJ Membership,Yes,22.5%,37.7%,31.9%,7.2%,0.7%,138,,,,,,,
,Former member,20.0%,60.0%,20.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,42.9%,42.9%,14.3%,0.0%,7,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,21.6%,35.1%,35.1%,8.1%,0.0%,74,,,,,,,
,Some responsibility,25.5%,41.8%,27.3%,5.5%,0.0%,55,,,,,,,
,No responsibility,12.0%,48.0%,32.0%,8.0%,0.0%,25,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,20.4%,36.9%,35.0%,6.8%,1.0%,103,,,,,,,
,Neutral,14.3%,50.0%,28.6%,7.1%,0.0%,28,,,,,,,
,Not Valuable/Not Valuable At All,75.0%,0.0%,0.0%,25.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,25.6%,33.3%,35.9%,2.6%,2.6%,39,,,,,,,
,Satisfied,19.8%,42.0%,30.9%,7.4%,0.0%,81,,,,,,,
,Neutral,30.8%,30.8%,30.8%,7.7%,0.0%,13,,,,,,,
,Not Satisfied/ Not Satisfied At All,20.0%,20.0%,20.0%,40.0%,0.0%,5,,,,,,,
,,,,,,,,,,,,,,
Q23h Interest in Other (all),,,,,,,,,,,,,,
,,Other,,,,Total,,,,,,,,
,,Very Interested,Interested,Neutral,Not Interested At All,Count,,,,,,,,
All Respondents,_____________   _____________,23.1%,30.8%,38.5%,7.7%,13,,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,25.0%,50.0%,25.0%,0.0%,4,,,,,,,,
,Biotechnology/ Life Science Service,16.7%,16.7%,50.0%,16.7%,6,,,,,,,,
,Other,33.3%,33.3%,33.3%,0.0%,3,,,,,,,,
Position,CEO/CFO,50.0%,25.0%,25.0%,0.0%,4,,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,0.0%,100.0%,0.0%,1,,,,,,,,
,Service Provider,33.3%,0.0%,66.7%,0.0%,3,,,,,,,,
,Business Dev Director,0.0%,100.0%,0.0%,0.0%,1,,,,,,,,
,Other/Research,0.0%,50.0%,25.0%,25.0%,4,,,,,,,,
NJ Employees,Less than 10,20.0%,40.0%,40.0%,0.0%,5,,,,,,,,
